,name,brand,categories,date,dateSeen,doRecommend,numHelpful,rating,text,title,username,joy,neutral,surprise,disgust,sadness,anger,fear,pos,neg,vaders_neg,vaders_neu,vaders_pos,vaders_compound,roberta_neg,roberta_neu,roberta_pos
10,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-28 00:00:00+00:00,2017-08-02 00:00:00+00:00,True,0.0,5.0,This is the third kindle i have purchased they ate easy to operate,Great screen,skippy02,0.3465168178081512,0.4681207239627838,0.1713090240955352,0.0030817496590316,0.0053907884284853,0.0045770485885441,0.0010038557229563,0.9904561638832092,0.0095438184216618,0.0,0.791,0.209,0.4404,0.0036234939470887184,0.039747029542922974,0.9566294550895691
11,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-27 00:00:00+00:00,2017-08-02 00:00:00+00:00,True,0.0,5.0,"great tablet! pros: good size (especially for travelling) android based so 3rd party apps can be installedcons: amazon ads will appear instead of a wallpaper on the lock screen, apparently you can pay to get rid of them which is just ridiculous can be slow when playing certain gamesnot a lot of storage space",great tablet,BigBoss,0.4551939368247986,0.0466055870056152,0.366801381111145,0.0032710370142012,0.0314784534275531,0.0953007340431213,0.0013488596305251,0.825042188167572,0.1749578863382339,0.061,0.69,0.249,0.8994,0.2691763639450073,0.2887718081474304,0.44205182790756226
12,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-26 00:00:00+00:00,2017-08-02 00:00:00+00:00,True,0.0,5.0,Love my new device! Great value for the money. Worth it.,Great!,RoRo,0.9672383666038512,0.0063123879954218,0.0214449800550937,0.0006262251990847,0.002050063572824,0.0019227908924221,0.0004050256684422,0.9927955269813538,0.0072045237757265,0.0,0.352,0.648,0.9168,0.0017037460347637534,0.005781496874988079,0.9925147891044617
13,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2016-10-25 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,t is cheap tablet option coming from amazon. Latest model will satisfy your needs,CHEAP OPTON,Themetedun,0.1048257052898407,0.7911410927772522,0.0875516831874847,0.0014301054179668,0.0089006796479225,0.0050523965619504,0.0010984160471707,0.9807367324829102,0.0192632712423801,0.0,0.701,0.299,0.5719,0.0016436725854873657,0.06408602744340897,0.9342702627182007
14,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-03-12 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"I have only used this a few times so far, but I like it. The lightweight and pretty easy to navigate. Perfect screen size too. I ended up purchasing a second one for my fianc.",Like the product,ST19,0.9066689610481262,0.0698233470320701,0.0127396881580352,0.0029724573250859,0.0050194314680993,0.002159462776035,0.0006167058600112,0.99437016248703,0.005629813298583,0.0,0.607,0.393,0.9574,0.0019338582642376423,0.019782861694693565,0.9782832860946655
15,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-01-13 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"This is an awesome tablet, fast, great HD display and has all the apps I need for personal entertainment. If you look for a great tablet for entertainment, surfing the net, or reading your e-mail, this is the best you can have. I also purchased a 128 GB SanDisk Ultra Plus memory card. I strongly recommend it, not for work but its great for entertainment.",Great for entertainment & e-mail,BD50,0.7517779469490051,0.1962608993053436,0.0376005209982395,0.0029921974055469,0.0068240244872868,0.0032001668587327,0.0013442907948046,0.9945611357688904,0.0054388209246098,0.0,0.652,0.348,0.9741,0.0013827310176566243,0.01064654253423214,0.9879706501960754
16,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-01-08 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"The new tablet is great  nice upgradesLove how easy it is to use. Easy to get apps, shop and browse the web.",very nice tablet for the price,Ivanmanxi,0.8684107065200806,0.0191526561975479,0.100790299475193,0.0004811367252841,0.0089177265763282,0.0015921075828373,0.0006554354331456,0.9937312006950378,0.0062687648460268,0.0,0.586,0.414,0.9136,0.0018492374802008271,0.009089531376957893,0.9890612363815308
17,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2016-12-30 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,Purchased this Kindle Fire HD8 from Best Buy. My fianc downloaded her first book. She already started reading and said it is really cool to use. She said it is easy to see and navigate.,Like our Kindle Fire,jlt721,0.6800947785377502,0.1657637655735016,0.1333815902471542,0.0025219123344868,0.0073697459883987,0.0084761651232838,0.0023920356761664,0.989715039730072,0.0102849723771214,0.056,0.719,0.225,0.807,0.0008945200825110078,0.014486015774309635,0.9846194386482239
18,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-04-29 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,I had the original Kindle and just decided to upgrade. It is a very functional and easy to use.,Good reader,Bill,0.6254130005836487,0.3352378904819488,0.0208409819751977,0.0048683569766581,0.0086195729672908,0.0041420101188123,0.0008781995275057,0.9928058981895448,0.0071941800415515,0.0,0.733,0.267,0.6666,0.002267064293846488,0.026773719117045403,0.9709592461585999
19,Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-03-25 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"Bought this tablet for my fiance daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it.",Great tablet,Scotty,0.8617636561393738,0.0993692278861999,0.0276232399046421,0.0018299965886399,0.0058508953079581,0.0028016190044581,0.0007614235510118,0.994430124759674,0.0055698715150356,0.0,0.654,0.346,0.9509,0.0012378481915220618,0.007088130339980125,0.99167400598526
20,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-16 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,5.0,I love this product. Perfect size for travel. I take it everywhere. Great for watching videos as well.,Love Kindle Fire,Hale,0.9468169808387756,0.0313307307660579,0.0123062441125512,0.0018144261557608,0.003902310039848,0.0031750921625643,0.0006541758193634,0.9925264120101928,0.0074735712260007,0.0,0.46,0.54,0.9337,0.001333413296379149,0.0070904833264648914,0.9915761351585388
21,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-16 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,4.0,Great little tablet once you get the hang of it. I bought this for my wife and she uses it daily without any issues.,Good Intro Tablet,Mojo,0.1920200586318969,0.7654527425765991,0.0248877331614494,0.004238364752382,0.0051734545268118,0.0072116050869226,0.0010160953970625,0.993489384651184,0.0065105855464935,0.0,0.843,0.157,0.6249,0.001963098766282201,0.028275247663259506,0.9697616696357727
22,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-11 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,5.0,Great price! Kids love it. Lots of space for apps!,Kids love it,Audra,0.9183272123336792,0.0444947704672813,0.023688843473792,0.0024398206733167,0.0050088679417967,0.0056148283183574,0.000425619597081,0.9921056032180786,0.0078943511471152,0.0,0.474,0.526,0.8715,0.0014690699754282832,0.007640698458999395,0.9908902049064636
23,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-06 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,4.0,My kids love the product. Really durable after drops.,Great for kids,MomOf3,0.9668968915939332,0.0211384743452072,0.0045776711776852,0.0026154632214456,0.0025373823009431,0.001923935720697,0.0003101325128227,0.98931223154068,0.0106877163052558,0.0,0.656,0.344,0.6369,0.0017565889284014702,0.012522111646831036,0.9857213497161865
24,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-30 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,4.0,"It's was on sale on this color,put the play store and made it real Android tablet",Good for kids,One2free,0.412243515253067,0.4129293262958526,0.1458445638418197,0.0038011637516319,0.0161067359149456,0.007621687836945,0.0014530904591083,0.9875364899635316,0.0124635389074683,0.0,0.862,0.138,0.34,0.002414063084870577,0.05024097487330437,0.947344958782196
25,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-29 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,Bought this for my son's birthday and he absolutely loves it. Great price as well.,Great for kids,Hess,0.8744546175003052,0.0915069952607154,0.0245075710117816,0.0020207497291266,0.0036436629015952,0.0032460042275488,0.000620336853899,0.9928861260414124,0.007113900501281,0.0,0.534,0.466,0.8874,0.0013256267411634326,0.006961727049201727,0.9917126893997192
26,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-19 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,My son love his kindle! Perfect size and good price,Great Item,Jack,0.9430097341537476,0.0294115114957094,0.0195049867033958,0.0010565961711108,0.0038866479881107,0.0026564102154225,0.0004741596058011,0.9849206805229188,0.0150792840868234,0.0,0.387,0.613,0.902,0.0013910792768001556,0.006663977168500423,0.9919449687004089
27,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-18 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,Great product. Highly recommended. Great value and great price,5 out of 5,Travo,0.6313683986663818,0.3028775155544281,0.0500364899635314,0.0035492563620209,0.0061196191236376,0.0048088603653013,0.001239922712557,0.9923420548439026,0.0076579018495976,0.0,0.19,0.81,0.9521,0.0021169467363506556,0.014141811057925224,0.9837411642074585
28,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-18 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,I wanted something small to read books on on the go. This fit the bill perfectly! Not to big and not to small. It does more things than I was expecting!,Amazing!!,stacyjo,0.025292981415987,0.0316670127213001,0.913049817085266,0.0072163706645369,0.0048358589410781,0.0127452826127409,0.0051926262676715,0.994478702545166,0.0055213258601725,0.0,0.788,0.212,0.8065,0.003564149606972933,0.024882955476641655,0.971552848815918
29,Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-16 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,Upgrading from an older version. This kindle is so much faster. Love my new kindle.,Great Kindle,Itsmedd,0.5954838395118713,0.2417683899402618,0.1388517469167709,0.0023629628121852,0.0169556122273206,0.0035492100287228,0.0010282606817781,0.9917120933532716,0.0082879057154059,0.0,0.758,0.242,0.6666,0.0015053952811285853,0.007597306277602911,0.9908973574638367
30,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-08-07 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,I got a great tablet from a great company with excellent customer service.I love buying from best buy and i love the warranties they offer,Great tablet,patty,0.9811434745788574,0.005409525707364,0.0085647674277424,0.0005991469370201,0.0026065895799547,0.0013220770051702,0.0003543994971551,0.9908413887023926,0.0091585386544466,0.0,0.38,0.62,0.9788,0.0017819595523178577,0.006509330589324236,0.9917086958885193
31,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-08-06 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,4.0,The amazon fire provides an excellent budget tablet.,Great tablet,nick21081,0.7806004285812378,0.1784877330064773,0.0259649604558944,0.0019733149092644,0.0068373717367649,0.0047656865790486,0.0013704407028853,0.9761658310890198,0.0238341633230447,0.187,0.391,0.422,0.4588,0.0017175630200654268,0.014875294640660286,0.9834070801734924
32,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-08-06 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,I bought this for my Grandkids and they absolutely love them.,Excellent,Cochise,0.8771361112594604,0.0780977979302406,0.0221483260393142,0.0048715956509113,0.007817436940968,0.009055720642209,0.0008730147383175,0.9870261549949646,0.0129738422110676,0.0,0.667,0.333,0.6697,0.001736780279316008,0.014160498976707458,0.984102725982666
33,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-08-03 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,The Fire Tablet has an amazing screen great price SIM card slot,Great Tablet,Bosslady,0.5729005336761475,0.1887164860963821,0.22278493642807,0.0023162872530519,0.0074405116029083,0.0034614186733961,0.0023798879701644,0.9852746725082396,0.0147253070026636,0.124,0.466,0.409,0.7579,0.001459177932702005,0.012545308098196983,0.9859954714775085
34,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-08-01 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,"Excelent product, cheap and great quality... love it",Very cheap and great,Lauraguevara21,0.8007937669754028,0.1277604699134826,0.0510027632117271,0.0021914122626185,0.010333620943129,0.0068774982355535,0.0010404330678284,0.9805337190628052,0.0194662734866142,0.0,0.42,0.58,0.8519,0.002882306929677725,0.011447228491306305,0.9856705069541931
35,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-31 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,gave this to my 4 year old grandson he loves it learned to dl his games and loves to play it,grandson,kjprince,0.6405189037322998,0.2476498782634735,0.0494937673211097,0.0081883063539862,0.0357240140438079,0.0165152363479137,0.0019099777564406,0.987743616104126,0.0122563540935516,0.0,0.634,0.366,0.8689,0.001615450019016862,0.01576988585293293,0.9826146960258484
36,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-29 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,"Love the tablet, just wish they had included a booklet with it and not just an on line referral. Since this is not my first tablet I was familiar with things, but for a new user, I think a booklet of some sort would be a help",Amazon Tablet,turtlelady,0.0118803549557924,0.7749990224838257,0.1738098561763763,0.0037480148021131,0.0293042957782745,0.0030344638507813,0.0032240822911262,0.9823843240737916,0.017615707591176,0.0,0.826,0.174,0.7906,0.013992229476571083,0.10369548201560974,0.8823122978210449
37,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-29 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,"I am always happy with the products I purchased, especially the Kindle Fire. The are reasonably priced. I have 3; one is for my granddaughter when she she visits.",Kindle Tablet,Lolly,0.9853702783584596,0.0051390179432928,0.0054538599215447,0.0007787629729136,0.0018540124874562,0.0011838970240205,0.0002202516334364,0.992889165878296,0.0071107954718172,0.088,0.79,0.122,0.2585,0.001086198608390987,0.0158681757748127,0.9830455780029297
38,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2016-05-31 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,"I used a couple of the brands that are just priced under this product and well...you get what you pay for! This tablet was much easier for my granddaughter to learn on. She can access her camera, pictures, videos, and games, much better than the ""other brand"".",Great tablet for a starter.,gremlin,0.316973328590393,0.5994396209716797,0.0605202168226242,0.0069380509667098,0.0046028597280383,0.0105985216796398,0.0009273819741792,0.9913444519042968,0.0086555732414126,0.028,0.85,0.121,0.68,0.0031031391117721796,0.02030169777572155,0.9765952229499817
39,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-06-07 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,4.0,"Not the quickest tablet out there, but it does the job and you can't beat the price. Great for reading books and magazines or light Internet browsing.",Great value,Nicky,0.4994455873966217,0.3386343121528625,0.1348400563001632,0.0047497893683612,0.0170672554522752,0.0041378648020327,0.0011250654933974,0.993334412574768,0.0066656055860221,0.0,0.821,0.179,0.7684,0.004346312489360571,0.036579493433237076,0.9590742588043213
40,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-06-07 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,4.0,"Great price, very portable, fun for gaming, does the jub.",Very useful for games,Nymets007,0.873336911201477,0.102872759103775,0.0095897438004612,0.0062353434041142,0.0053567001596093,0.0021353925112634,0.000473190593766,0.9884767532348632,0.0115232598036527,0.0,0.51,0.49,0.8261,0.002409684006124735,0.027307894080877304,0.9702824354171753
41,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-06-04 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,So far so good. Having an issue with one of them freezing. Might have to use it,Kids tablet,Bobbo,0.0403261743485927,0.8235119581222534,0.034675758332014,0.005125040654093,0.0877486616373062,0.0055743176490068,0.0030379644595086,0.830482542514801,0.1695173978805542,0.068,0.733,0.199,0.5677,0.025525415316224098,0.10973548144102097,0.864739179611206
42,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-06-04 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,4.0,It's good tab can download different apps without purchase just the bad thing is the charger doesn't work,Amazon kindle for $50,Techgirl27,0.0098948832601308,0.4669435918331146,0.1062863022089004,0.0318647921085357,0.353735089302063,0.027061378583312,0.0042139198631048,0.847425103187561,0.1525748819112777,0.156,0.714,0.129,-0.1531,0.2861878275871277,0.33027219772338867,0.38353994488716125
43,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-06-04 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,Bought as a gift for dad. He loves it. Easy to use.,A great gift,Mommy8,0.881516695022583,0.0338030904531478,0.076181910932064,0.0009804498404264,0.0038360175676643,0.0029366365633904,0.0007452679565176,0.9934666752815248,0.0065333344973623,0.0,0.457,0.543,0.8591,0.0016965323593467474,0.012336940504610538,0.9859665036201477
44,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-06-04 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,Great product for a great price. Can't get any better.,Great Price,Jeffffej,0.7227973937988281,0.149810642004013,0.113310270011425,0.001894537359476,0.0074299201369285,0.0036171227693557,0.0011401075171306,0.991358995437622,0.0086410650983452,0.145,0.361,0.494,0.7779,0.0026639853604137897,0.011126833036541939,0.9862092137336731
45,Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-06-04 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,Great gift for my mother who loves her social media and e-books.,Perfect Mothers Day Gift,Carebeblue,0.8526585102081299,0.0481805838644504,0.0872073918581008,0.0011325622908771,0.006404435262084,0.0037682007532566,0.0006483402685262,0.9900381565093994,0.009961862117052,0.0,0.457,0.543,0.8934,0.0013845432549715042,0.010858367197215557,0.9877570867538452
