name,brand,categories,date,dateSeen,doRecommend,numHelpful,rating,text,title,username,sadness,neutral,joy,surprise,disgust,fear,anger,pos,neg
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-04 00:00:00+00:00,2017-06-04 02:18:05.088000+00:00,True,0.0,5.0,"The Amazon Kids Fire keeps my grandson captivated with lots of activities. He loves that it's just right for his little hands. He makes sure that everyone in the family knows the Kindle belongs to him by saying, ""It's mine!""",Wonderful buy for my grandson!,Schuesgirl2,0.005101398099213839,0.07869292795658112,0.723986029624939,0.1692401021718979,0.0032176016829907894,0.004627175163477659,0.015134823508560658,0.9937439560890198,0.006256028078496456
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-04 00:00:00+00:00,2017-06-04 02:18:05.088000+00:00,True,0.0,5.0,The Amazon fire tablet is a great gift for kids of all ages . Ez and fun to use keeping kids entertained while giving them educational tools to use at their grade level and hire.,Great Tablet for kids of all ages !,Bobby,0.0032644702587276697,0.05025249347090721,0.92294842004776,0.01935933716595173,0.001539081335067749,0.000485780619783327,0.0021502806339412928,0.9939213991165161,0.0060785794630646706
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-04 00:00:00+00:00,2017-06-04 02:18:05.088000+00:00,True,0.0,5.0,Bought this for my son for Christmas and he loves it! Has so many apps I can download that he loves.,Love it!,MelG7,0.009672582149505615,0.11556971818208694,0.7366457581520081,0.10520415753126144,0.006014096550643444,0.0009389527840539813,0.025954749435186386,0.9940000772476196,0.005999951623380184
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-04 00:00:00+00:00,2017-06-04 02:18:05.088000+00:00,True,0.0,5.0,Bought for my granddaughter age 5 for Xmas. She loves it.,Great gift for age 5.,Grandma,0.008798249997198582,0.07367005199193954,0.8679702877998352,0.042767975479364395,0.002010487951338291,0.0005997000262141228,0.004183288663625717,0.9890774488449097,0.010922595858573914
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-04 00:00:00+00:00,2017-06-04 02:18:05.088000+00:00,True,0.0,4.0,Works great keeps a pretty good charge. My sign up for prime to get more bang for my buck but over all solid tablet,Great for my 2 yr old,365a,0.03024010919034481,0.2143900841474533,0.6763858199119568,0.06750061362981796,0.0025979543570429087,0.0017591733485460281,0.0071262638084590435,0.9928148984909058,0.007185132708400488
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-04 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,5.0,"I bought this for my 6 year old daughter, it has been great. I can set time limits I can set it so she has to do educational stuff before play and I can have weekend time set different from the week days. The protective case is durable , perfect for my clumsy child. I very happy with the product.",Worth it,Tessa,0.0023348587565124035,0.005290566943585873,0.9855400919914246,0.0040084850043058395,0.0011258800514042377,0.00042646421934477985,0.0012735136551782489,0.9943640232086182,0.005636005196720362
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,5.0,"My niece is 2 years old and she absolutely loves this tablet. It's easy for her to use and navigate through. Plus, it has parental controls which I love. Definitely recommend it.",Great tablet for my niece,Lexii,0.0062102386727929115,0.11330720037221909,0.8593295216560364,0.013912922702729702,0.0033104396425187588,0.0010226871818304062,0.002907021436840296,0.9944189786911011,0.005581031087785959
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,4.0,"This was a gift for a 4 year old who was enjoying it immediately with very little adult assistance required. Haven't used it myself, but probably won't, its for kids! Good purchase.",Easy to get up and going,davood01,0.004371591843664646,0.07955631613731384,0.8855813145637512,0.02537236548960209,0.0016277881804853678,0.0005005104467272758,0.0029900714289397,0.9897129535675049,0.01028701476752758
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,5.0,Got 2 of these for Christmas gifts for our grandsons & they love them!,Great purchase!,Hugh,0.004856261424720287,0.028181791305541992,0.9127635955810547,0.049847912043333054,0.0007804105989634991,0.00037417589919641614,0.003195805475115776,0.9885727167129517,0.011427249759435654
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,5.0,Gift for great nephew. Have 2 that are 5 and 6 y/o. Both love these tablets because each got one. Play with them as much as Mom allows.,Tablet for kid,Marykenfmc,0.03550048917531967,0.25988033413887024,0.5006430149078369,0.1938755065202713,0.0023308543022722006,0.0009360081166960299,0.0068337926641106606,0.9894853234291077,0.010514720343053341
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,5.0,Gift for my great nephew and he really loves it. He loves it so much that Mom has to limit amount of time he allowed to play with it because he would play it 24/7.,Tablet for kid,Marykenfmc,0.017274539917707443,0.18484295904636383,0.7241747975349426,0.05967321619391441,0.0032566492445766926,0.0009537175064906478,0.009824113920331001,0.9888749122619629,0.011125123128294945
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,5.0,My son is 3 and he loves this tablet. It is very educational and worth the money,Great for children,Onepome,0.002808636985719204,0.017733510583639145,0.9713270664215088,0.003823804436251521,0.002348027192056179,0.00045183979091234505,0.0015070693334564567,0.9926093220710754,0.007390687707811594
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:06.497000+00:00,True,0.0,5.0,Purchased this item after another tablet stopped working in less than a year of having. Couldn't go wrong with the two year no worry gurantee and the one year free subscription of Amazon FreeTime. Have had for about a month and it was been well worth the money already.,Great tablet for toddler,Toddlermom,0.14176854491233826,0.16823497414588928,0.5389536619186401,0.11633018404245377,0.0013566191773861647,0.01571769267320633,0.01763840951025486,0.9937347769737244,0.006265216041356325
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,4.0,No instructions on adding the memory card and how to move things to the card vs on internally.,My 6 year old loves it,Buckos69,0.10018978267908096,0.6519200801849365,0.14848510921001434,0.049641553312540054,0.022365527227520943,0.003688209457322955,0.023709720000624657,0.8612944483757019,0.13870559632778168
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,4.0,Tablet is easy for children to use and the battery lasts!,Great tablet for kids,Brandon,0.007418888621032238,0.14286957681179047,0.7903401851654053,0.048770926892757416,0.002930073533207178,0.0005084818112663925,0.007161919958889484,0.9911534190177917,0.008846594020724297
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,4.0,"I bought the tablet for my 2 year grand daughter. The system comes with a set of kid friendly games and allows you to put the tablet on kid mode.. this keeps her in the ""safe zone"". I also installed ABC Mouse. Another hit program",She loves it!,BreakfastClub,0.010870063677430153,0.16957993805408478,0.7289375066757202,0.06842349469661713,0.006343860644847155,0.0009944280609488487,0.014850609004497528,0.9908513426780701,0.009148647077381611
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,5.0,Omg this product is excelent good batery and HD screen love this,Great,Chuy,0.005477075930684805,0.017239686101675034,0.3503555357456207,0.6194779872894287,0.0014155820244923234,0.0020169790368527174,0.0040171085856854916,0.9572984576225281,0.04270154982805252
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,5.0,"I was a slightly skeptical about giving this to my 1 year old but it has been a fantastic, durable learning tool for him and he is progressing very quick.",Awesome,benjamin,0.0035750397946685553,0.09236679971218109,0.035847775638103485,0.20189757645130157,0.004063180647790432,0.6499555110931396,0.012294100597500801,0.9938275218009949,0.00617246562615037
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,5.0,I bought this for my daughter. I like that there are security features. She enjoys it and I have peace of mind!!,Great for children,Texasgrapeman,0.0020961256232112646,0.016252426430583,0.9702112078666687,0.0029397557955235243,0.003533987095579505,0.0003643929085228592,0.004602096974849701,0.992757260799408,0.007242823019623756
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,5.0,This a great item for kids to learn how to use electronics.,great tablet for a child,princess,0.005076173227280378,0.10191897302865982,0.8440231084823608,0.04257131740450859,0.0027933642268180847,0.0009991188999265432,0.002618031110614538,0.9852278232574463,0.014772159978747368
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.259000+00:00,True,0.0,5.0,"So far the 1yo loves it. I thought it would be too much, but no.",Loves it!,layoub,0.07934248447418213,0.08828788250684738,0.7460687160491943,0.054481491446495056,0.01248566247522831,0.000983726466074586,0.01835002936422825,0.9910141825675964,0.008985763415694237
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.386000+00:00,True,0.0,2.0,Got this for my 9 year old and several games that he wants to play are not accessible on this tablet. Seems like this is geared more towards younger kids. Case is good though and keeps tablet safe. Would be tough to break!!,Maybe better for younger kids,JessieZ,0.17256587743759155,0.6025388836860657,0.020815474912524223,0.14881587028503418,0.026166215538978577,0.005959542468190193,0.023138072341680527,0.5037562847137451,0.4962436854839325
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.387000+00:00,True,0.0,4.0,My 1 year old loves his tablet. He knows how to utilize it very well. It needs a better camera.,Great Beginner Tablet,Amommy27,0.02154499851167202,0.5961429476737976,0.29484084248542786,0.05919872224330902,0.010821626521646976,0.004403774160891771,0.01304703764617443,0.9910241365432739,0.00897583644837141
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.387000+00:00,True,0.0,4.0,Purchased for toddler to watch movies and stuff. He loves the apps that are available.,Great for toddler,Scott,0.004537426400929689,0.09600807726383209,0.867893397808075,0.021268965676426888,0.0037392794620245695,0.0005983274313621223,0.005954592954367399,0.9898842573165894,0.01011570543050766
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.387000+00:00,True,0.0,4.0,Perfect starter item for kids learning electronics.,Great for kids,CG02016,0.002466541714966297,0.10592248290777206,0.8680066466331482,0.016844578087329865,0.0019846814684569836,0.0011028868611901999,0.003672172548249364,0.9848092198371887,0.015190774574875832
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.387000+00:00,True,0.0,5.0,I love this tablet because I could control my children his time with it it's working out really great,It's amazing device,Nolie,0.004087518434971571,0.05837136134505272,0.5880842804908752,0.3371868133544922,0.0022023713681846857,0.004299351945519447,0.00576830143108964,0.9918298125267029,0.008170143701136112
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.387000+00:00,True,0.0,5.0,Great way to get kids introduced to using a tablet. A ton of free software is available. Guarantee seals the deal.,Great educational tool for kids,Revuit,0.005421879701316357,0.4101060628890991,0.5077162384986877,0.06750062853097916,0.0029412326402962208,0.0017473680200055242,0.004566542338579893,0.9930664300918579,0.006933596916496754
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.387000+00:00,True,0.0,4.0,Not bad can with stand my almost 2 yr old daughters wrath of every day wear and tear. So it's a win for me....,Nice,Trljr80,0.00310789467766881,0.022205423563718796,0.0026717958971858025,0.0016037512104958296,0.010128251276910305,0.0010894256411120296,0.9591934680938721,0.9837967753410339,0.016203243285417557
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.387000+00:00,True,0.0,5.0,He loves his new tablet lots of fun and educational games to choose from and best of all very kid proof he has dropped it numerous times and I see no signs of damage whatsoever,My kid loves it,Dukestang,0.010394560173153877,0.11707165837287903,0.8450420498847961,0.017717842012643814,0.0035043086390942335,0.0008439908269792795,0.005425711162388325,0.9914466142654419,0.008553440682590008
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.691000+00:00,False,0.0,3.0,"This makes for a decent tablet for a kid with the kids edition, but I'm not sure I'd want it as an adult. There are much better tablets on the market. But since it's cheap, that's to be expected.",Decent Kids Edition,coreyavis,0.006827224977314472,0.9363651871681213,0.028373360633850098,0.01112985797226429,0.011588149704039097,0.0015070887748152018,0.004209138918668032,0.8533199429512024,0.14668002724647522
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.691000+00:00,True,0.0,4.0,Great for the child. Unfortunately it doesn't have a volume limit setting,Great. But...,Supercow56,0.33455678820610046,0.1900033801794052,0.29651838541030884,0.16258864104747772,0.007845677435398102,0.004028787836432457,0.004458343610167503,0.7421303987503052,0.2578696012496948
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.691000+00:00,True,0.0,5.0,"Great hardware for the price, similar to the ipads",very good value,Martin,0.005675292573869228,0.045354798436164856,0.9216558337211609,0.023998605087399483,0.0013477141037583351,0.0004989071167074144,0.0014689280651509762,0.9904651641845703,0.009534797631204128
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.691000+00:00,True,0.0,5.0,"Overall, the tablet is well constructed and well engineered. The 'excited factor' for my son wore off quickly, including the included app services. Nothing negative to report, but nothing unexpected in a positive sense either.",Solid product,fivespeed,0.001685377093963325,0.03542746230959892,0.8592403531074524,0.057663191109895706,0.0020622650627046824,0.031156927347183228,0.012764441780745983,0.9907938838005066,0.009206164628267288
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-02-03 00:00:00+00:00,2017-06-04 02:18:07.691000+00:00,True,0.0,5.0,"Best value tablet for the little ones. Great warranty, great parental controls. It's a shame Apple hasn't caught on to the needs of parents when it comes to digital media.",Great for kids,Miguel,0.10655529052019119,0.5791195631027222,0.13452062010765076,0.15817861258983612,0.0143844960257411,0.0024348220322281122,0.004806555341929197,0.9925655126571655,0.007434510625898838
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-01-31 00:00:00+00:00,2017-06-04 02:18:08.226000+00:00,True,0.0,4.0,The Amazon - Fire Kids Edition - 7 Tablet - 16gb - Pink is a great tablet,Good Tablet,Zombie,0.026425130665302277,0.386337548494339,0.39507076144218445,0.184006929397583,0.0027638045139610767,0.0014090107288211584,0.003986819181591272,0.9848625063896179,0.015137501060962677
Amazon Kindle Paperwhite - eBook reader - 4 GB- touchscreen - Wi-Fi,Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",2017-01-31 00:00:00+00:00,2017-06-04 02:18:08.226000+00:00,True,0.0,4.0,I like it because is very resistant . The only thing we didn't like is that sometimes it's kinda slow,It's ok..,Yessy,0.069584921002388,0.7894719243049622,0.02596939727663994,0.06769493222236633,0.0315060168504715,0.007069679908454418,0.008703122846782207,0.9890331029891968,0.010966835543513298
