name,brand,categories,date,dateSeen,doRecommend,numHelpful,rating,text,title,username,joy,neutral,sadness,disgust,surprise,anger,fear,pos,neg
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-23 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,Not easy for elderly users cease of ads that pop up.,nice tablet for the price,tld2,0.037306830286979675,0.8106356263160706,0.06967397034168243,0.007837477140128613,0.061303794384002686,0.01126251183450222,0.001979869557544589,0.9783650040626526,0.021634982898831367
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-23 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"Excellent product. Easy to use, large screen makes watching movies and reading easier.",Excellent product,ralexander422,0.7426967620849609,0.2256680577993393,0.006070753093808889,0.010524110868573189,0.010018664412200451,0.0036981827579438686,0.0013234546640887856,0.9906355738639832,0.009364432655274868
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-23 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,Wanted my father to have his first tablet and this is a very good value. He can watch movies and play a few games. Easy enough for him to use.,Great Value,RegE,0.5881695747375488,0.3417486846446991,0.007108793128281832,0.003034434514120221,0.05320613086223602,0.0056213391944766045,0.0011110084597021341,0.9932830333709717,0.006716980133205652
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-23 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,Simply does everything I need. Thank youAnd silk works wonders,Excellect,TommyL,0.4834326207637787,0.4164266288280487,0.009177871979773045,0.0027843350544571877,0.07466492056846619,0.012326818890869617,0.001186816138215363,0.9912210702896118,0.008778918534517288
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-23 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,Got it as a present and love the size of the screen,Living It,Teacheeor,0.828391432762146,0.11205453425645828,0.011419575661420822,0.002549338387325406,0.03826688975095749,0.006460261065512896,0.00085798668442294,0.9840445518493652,0.015955429524183273
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-23 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"The kindle is easiest to use, graphics and screen crisp, clear, brilliant colors.",Favorite of any tablet,BudVette,0.7024555802345276,0.2589511573314667,0.0032992782071232796,0.015627531334757805,0.010490681044757366,0.007625537924468517,0.0015502689639106393,0.9934824109077454,0.006517591420561075
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,nice reader. almost perfect for what i want/need. good bargain,good,Linda,0.8442347049713135,0.06363134831190109,0.01777186058461666,0.0007921167998574674,0.0715121254324913,0.0016166107961907983,0.0004412699490785599,0.9857503175735474,0.0142497094348073
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,I really like this tablet. I would have given 5 stars but sometimes you have to push start several times after you unlock the screen and it is a little annoying.,Nice Tablet for the Price,BestBuyLover,0.07858556509017944,0.5549993515014648,0.12493423372507095,0.09429215639829636,0.028748955577611923,0.11555025726556778,0.002889458555728197,0.9862990975379944,0.013700897805392742
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,Great video quality lots of fun apps fun for the whole family,Great quality tablet,Alane,0.9491459727287292,0.034122295677661896,0.0047379243187606335,0.0012978928862139583,0.009021207690238953,0.0011904205894097686,0.0004843040369451046,0.9870550632476807,0.012944881804287434
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,Love love love my kindle fire 8.....this is what my 9 yr old granddaughter said when I bought this for her at Christmas..we have purchased kindled in the past but this one has been the best....love the fact that you can now use a memory card in it...that helps so much when you use it for books...games...music and viedos...thanks,Kindle fire 8,Mynie,0.5059295296669006,0.1675037145614624,0.045542050153017044,0.0015273070894181728,0.26949551701545715,0.00876150093972683,0.0012403101427480578,0.9922870397567749,0.007712999824434519
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"Excellent tablet with nice screen. I wish Amazon would pre install the play store, this would have been perfect.",Excellent reader,SeanRyan,0.051149915903806686,0.5033474564552307,0.10459557920694351,0.0036494217347353697,0.3310023844242096,0.0023438320495188236,0.0039114137180149555,0.9863829612731934,0.013617043383419514
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"Preloaded with the reading app from Kindle but expandable with other apps. Perfect for travel. Carry your library, games and productivity apps in a small footprint.",Best Tablet Choice,jim9311,0.16898585855960846,0.757518470287323,0.008156017400324345,0.003861417528241873,0.05412273854017258,0.005702316295355558,0.0016532670706510544,0.9921548962593079,0.007845080457627773
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"Very happy with this product and easy to use..picture is clear, takes great pictures..",Great size..,Babym494,0.9688684940338135,0.007371809799224138,0.0031049044337123632,0.000662799458950758,0.017843706533312798,0.001904091564938426,0.00024416562519036233,0.9922045469284058,0.007795443758368492
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-24 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"My grandchildren are home schooled and utilize the tables for many learning apps! They LOVE using them as it makes them feel ""so grown up""! The tablets are a great leaning tool and they are receiving many benefits from them!",Great tablet for kids!,Lecale,0.9246343970298767,0.041350215673446655,0.004389739129692316,0.0032762910705059767,0.018025735393166542,0.007813419215381145,0.0005101097631268203,0.9940879344940186,0.005912015680223703
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"Great size, easy to carry for traveling. Need to spend more time Looking into apps for contact manegement, interactive calenders and most important, music storage and use.",First Tablet. Lots of possibilities.,Laser301,0.04228673130273819,0.8691302537918091,0.005817947443574667,0.0020993344951421022,0.07532168179750443,0.003529993584379554,0.0018141049658879638,0.9912275671958923,0.008772481232881546
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,I purchased this when my last tablet died. It meets all basic needs and the price was great.,Great price for a basic tablet.,doglover,0.3950060307979584,0.28964167833328247,0.272169291973114,0.005139694083482027,0.03038506582379341,0.005314735230058432,0.002343520289286971,0.9932253956794739,0.006774578243494034
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,"Perfect for downloading and reading books !! Perfect size and has a nice, bright screen.","Great, quality tablet",Dave,0.8664877414703369,0.08377736806869507,0.0066064223647117615,0.0015807943418622017,0.0386253260076046,0.0023759144823998213,0.0005464720888994634,0.9859244227409363,0.014075513929128647
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,I was surprised when I learned of the capabilities of this device. Now my husband has more access to his desktop and I am doing things which I couldn't on his device.,Excellent for simple games and social media.,James,0.00326711917296052,0.008296869695186615,0.0009848629124462605,0.0014658768195658922,0.9810073971748352,0.003713515354320407,0.0012643621303141117,0.9920279383659363,0.00797207560390234
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,I got it for my son. Its user friendly and durable.,I like it,NIQUE88,0.9524258971214294,0.02789297141134739,0.004321797285228968,0.004367211367934942,0.0072823166847229,0.0033095264807343483,0.0004002152709290385,0.9882633686065674,0.011736571788787842
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"The visual quality on the Fire 8 HD is amazing. It runs very fast and is easy to use, very durable.",Great Tablet,Awesomelena,0.4789509177207947,0.40747055411338806,0.007406691554933786,0.011334139853715897,0.08808785676956177,0.00472728768363595,0.00202250387519598,0.9923642873764038,0.007635703310370445
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,If your looking for a affordable gift this is it!.,looking for a great gift that is affordable.,Ryno513,0.1589493602514267,0.5591331720352173,0.013849320821464062,0.0016791069647297263,0.25463226437568665,0.009164129383862019,0.002592621138319373,0.9865477681159973,0.013452204875648022
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-01-27 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"This is a great tablet for the price, would recommend it to anyone looking for a basic tablet.","Great Tablet, Great Price",ChrisV,0.4887796938419342,0.43782997131347656,0.00965214241296053,0.004865124821662903,0.053119488060474396,0.0043946439400315285,0.0013589725131168962,0.9936721324920654,0.006327847950160503
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,Works great. Love the portability of books. Overall great product,Great product,Firemedic,0.9201259613037109,0.05475902184844017,0.004508191719651222,0.001548424013890326,0.016862062737345695,0.0016522911610081792,0.000544164446182549,0.9875290393829346,0.012470933608710766
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,I am still learning all the things I can do with my new Kindle Fire. It is so much better (lighter in weight and easier to use) than my old tablet.,Enjoying my new tablet,GrandmaKay,0.9879315495491028,0.003750299569219351,0.0027556992135941982,0.0009030906367115676,0.0035430004354566336,0.0007993050385266542,0.00031707403832115233,0.9921883344650269,0.007811674848198891
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,Just the right size for reading books and playing some games.,Perfect size,rick,0.0647512823343277,0.8840275406837463,0.00877208448946476,0.006827463395893574,0.0307643860578537,0.003794231452047825,0.0010630235774442554,0.9912346601486206,0.008765368722379208
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,I love everything about this tablet! The imaging is sharp and clear. It's fast and light weight. Love it!,Love my Amazon Fire HD 8 tablet,ProudOwner,0.9617733955383301,0.012642187997698784,0.0032286513596773148,0.0015935299452394247,0.016288453713059425,0.00406629079952836,0.00040759029798209667,0.9943304061889648,0.005669628735631704
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,Overall a nice product for traveling purposes Value for money,Great product,Gift,0.9698249697685242,0.018274256959557533,0.002232088940218091,0.0016902348725125194,0.006565024610608816,0.0008993229130282998,0.0005140863941051066,0.9860941171646118,0.013905882835388184
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"My children love this table great quality of pictures, excellent camera",Great for kids,Keykey,0.9843794703483582,0.0066618542186915874,0.002536478918045759,0.0008918823441490531,0.004061057232320309,0.0011936035007238388,0.000275744212558493,0.9799095988273621,0.020090430974960327
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,I bought 3 tablets and my family was not disappointed.,Great Tablet,Christine,0.4836063086986542,0.06428292393684387,0.27775663137435913,0.004210466984659433,0.1509576141834259,0.0181505735963583,0.0010354706319049,0.9885060787200928,0.011493896134197712
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-03 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,Great tablet fast screen good size never gives me problem,Great,Dodgerfan1,0.5020313262939453,0.3075600564479828,0.017254745587706566,0.002586476970463991,0.1611756533384323,0.007272930815815926,0.002118822420015931,0.9788417220115662,0.021158304065465927
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-06 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,1.0,4.0,"Bought this for my 87 year old grandmother who wanted to be able to play games and read books from the library. My aunt lives with her and can help her use it so its perfect for that type of user. After playing with It, I would consider it for just about anyone other than a hardcore user that wants the latest and greatest tech. if you are tech saavy, you can do more with these Fire tablets than advertised.",Good low cost option for tablet,WayneRules,0.0975063368678093,0.8391484022140503,0.008773067966103554,0.003460383042693138,0.04515039548277855,0.004937103483825922,0.0010243182769045234,0.9889883399009705,0.011011633090674877
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-06 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,This is exactly what the person wanted as a gift and she enjoys using it.,Enjoyable,Rksajw,0.9516914486885071,0.03350504860281944,0.003147872630506754,0.0047646164894104,0.003677446860820055,0.0029598469845950603,0.0002535859530325979,0.9932141304016113,0.0067859007976949215
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-06 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,Does all basic functions of a tablet. Hardcore users may want an iPad.,Good starter tablet,Stevedb,0.017782440409064293,0.9481155872344971,0.007794914301484823,0.008677026256918907,0.011282292194664478,0.004763354547321796,0.001584406360052526,0.9813131093978882,0.018686823546886444
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-05 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,Works great for a simple tablet. Not a huge fan of the silk browser but it could be worse! I am very happy with my purchase!,"Priced to sell, nice little unit!",BennyJames,0.889671266078949,0.006391996517777443,0.008320278488099575,0.06947700679302216,0.0031037400476634502,0.021816371008753777,0.0012194005539640784,0.9914536476135254,0.008546407334506512
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-05 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,It's fast and easy to use. This is my second kindle fire .,Love the camera,Chris,0.9059398770332336,0.06290232390165329,0.005174958612769842,0.0029527279548346996,0.014281755313277245,0.008009100332856178,0.0007392531260848045,0.9927005171775818,0.0072995396330952644
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-05 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,4.0,More flexibility than a Kindle and bigger screen. Like it because I can surf the web and download and read books.,Was looking for an Kindle,Legs,0.10464529693126678,0.6820707321166992,0.0472639761865139,0.0036302972584962845,0.1484343260526657,0.004211063962429762,0.009744254872202873,0.9809598922729492,0.01904013194143772
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-05 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"For the money you cannot beat this tablet. Full of features, picture quality is great, and very fast speed while using the internet.",great tablet for the money,Ralpho,0.4090343713760376,0.39868006110191345,0.010918228887021542,0.003932133316993713,0.1699233502149582,0.006064109969884157,0.0014477531658485532,0.99342280626297,0.006577272433787584
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-02-05 00:00:00+00:00,2017-06-07 09:04:00+00:00,True,0.0,5.0,"Easy to use, solid build, sharp HP screen for movies. Who needs more?",Nice HD tablet,TechMan,0.1967243254184723,0.6775361895561218,0.009070751257240772,0.00465423334389925,0.10610242933034897,0.005136306397616863,0.0007758091087453067,0.9930122494697571,0.006987712811678648
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-03-20 00:00:00+00:00,2017-06-07 09:03:00+00:00,True,0.0,5.0,Tablet is perfect for beginners who just want basic,Ease of use,auntscrappie,0.02925911545753479,0.9324040412902832,0.005577969830483198,0.008454867638647556,0.01190929114818573,0.005701456684619188,0.006693229079246521,0.9848086833953857,0.015191389247775078
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-03-20 00:00:00+00:00,2017-06-07 09:03:00+00:00,True,0.0,5.0,"this is my first tablet .. love it .. actually read my first e-book on it .. large screen, easy to read & play games .. fits nicely in my purse",Awesome,grannybear,0.3829112648963928,0.022959763184189796,0.009544750675559044,0.0006714978953823447,0.577503502368927,0.004489412531256676,0.0019198039080947638,0.9933063387870789,0.006693713366985321
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",2017-03-20 00:00:00+00:00,2017-06-07 09:03:00+00:00,True,0.0,4.0,This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.,Decent Tablet for Teen Basic Games,TLMart,0.07820897549390793,0.8834661245346069,0.005925958510488272,0.011632367968559265,0.01441575214266777,0.00521215470507741,0.0011386970290914178,0.9886954426765442,0.011304561980068684
