name,brand,categories,date,dateSeen,doRecommend,numHelpful,rating,text,title,username,neutral,surprise,joy,sadness,anger,fear,disgust
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-04 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,Set up directions could have been more detailed. Works fine with Sirius XM.,meets expectations,neubie,0.9415746331214905,0.02258647233247757,0.005257451441138983,0.016863128170371056,0.007387656718492508,0.0037864861078560352,0.0025441311299800873
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-04 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,"Amazon's voice-activated smart home speaker is undeniably futuristic, but it's also practical and accessible. With a rapidly growing slate of features, integrations and use cases, it's easy to get excited about the Echo's potential.",Great Product,RaSe,0.743981659412384,0.03018776886165142,0.20786435902118683,0.0028808219358325005,0.00659332936629653,0.0029207472689449787,0.00557129317894578
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-04 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,Had bought the Amazon Tap and then decided to try Echo and feel it's definitely a step up in ease to use and sound.,Great product from Amazon,hpprinter,0.04148474335670471,0.015724431723356247,0.9363581538200378,0.0033362670801579952,0.0014857649803161621,0.0006601305794902146,0.000950515503063798
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-04 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,4.0,Alexis had to learn news skills before it was useful. Getting better,Good AI,Ittldew,0.9554807543754578,0.016959840431809425,0.0072656734846532345,0.007719564717262983,0.004422960802912712,0.0012825306039303541,0.006868686992675066
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-04 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,4.0,"I thought this would have a better sound than the Google Home Assistant based on price ($50 more when not on sale) and description of speaker. Ran the two side by side and I thought the Google Home had a better sound. Neither one is a main speaker in my room but sometimes it is easier to just ask them to play a station on Pandora or Radio than going to the main sound system. As for what Alexa can and can't do...that is tough to say since we don't have any smart devices in the house at that moment. It works well for quick weather, news and traffic reports but not so good for a free-form question. Google was more intuitive and better at understanding the question. With Alexa, if you have not downloaded the ""skill"" then there is a chance that she won't understand. Still, she is very good at keeping track of shopping lists and at some point I will add smart lights, thermostats, garage door opener, etc. to the house so hopefully the convenience will make things better.",Good but not awesome,DonC,0.7640369534492493,0.18251711130142212,0.011560507118701935,0.019779980182647705,0.0058173551224172115,0.0024356429930776358,0.0138523755595088
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-04 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,4.0,I use the Echo every day! From getting weather to daily news to listening to SiriusXM I can say the device is very simple to use. There are so many skills you can download to make your Echo interact with Alexa in so many different ways. It goes on sale quite often so wait till it drops below $100.,"Very ""Smart""",KevDogg,0.902239203453064,0.05887006223201752,0.024906527251005173,0.004038680344820023,0.006106838118284941,0.0021914010867476463,0.0016472683055326343
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-03 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,I love my echo. I know that some of you will be saying what do I really need this for but once you have it you will use it and love it.,Amazing Echo,Robcon,0.2839447557926178,0.07463652640581131,0.6076685786247253,0.013118172995746136,0.013988210819661617,0.0018011279171332717,0.0048425947315990925
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-03 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,Would definitely recommend! Works well with iPhone,Excellent,Azra,0.4432959258556366,0.04033145681023598,0.49612298607826233,0.0075444420799613,0.006734841503202915,0.0020270890090614557,0.0039432467892766
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-13 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,"love these so much we now have 4 Echo (Kitchen, living room, basement and outdoor area) and 2 Dots for bedrooms. Now that they can play everywhere together it's great going from one room to another with music playing in all rooms when we are entertaining. Highly recommend!",love the Echo,JustMe,0.17805422842502594,0.1123938336968422,0.6880303025245667,0.012275026179850101,0.006567914038896561,0.0009095664136111736,0.0017690606182441115
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-12 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,in the world of voice assistants the amazon echo does stand out as i love the device,its an echo,nottoshabby,0.150381937623024,0.15786190330982208,0.6336290836334229,0.03505381941795349,0.004412697162479162,0.016636153683066368,0.0020243909675627947
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-12 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,Great assistant for every day life. Has plenty of features for adults and kids alike.,Great assistant for every day life,Anonymous,0.9165631532669067,0.028275197371840477,0.04335274547338486,0.004133520182222128,0.00437817582860589,0.0010080031352117658,0.0022891799453645945
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-12 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,"Really cool, not using near all the features so far but hope to add soon!",Neat Device,Bowen390,0.060961347073316574,0.13629165291786194,0.7782375812530518,0.01931367628276348,0.0025065646041184664,0.0007731469813734293,0.0019160385709255934
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-11 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,"I have been playing with Echo for a couple of weeks. Its well worth the price want to hear a special song just tell the Echo bang she played it, sports scores you name it she got the answer.",understands me better than SIRI,trainman,0.3312452733516693,0.4283333420753479,0.177993044257164,0.027506710961461067,0.027895230799913406,0.003957546316087246,0.003068861085921526
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-11 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,3.0,My Alexa doesn't recognize Agoura hills. Does not play free music. How can I get those to work,Need extra purchase to work well,Jokenaround,0.3223748505115509,0.07951518893241882,0.0021397913806140423,0.5136785507202148,0.03772573918104172,0.0204436257481575,0.02412218600511551
Amazon Fire Tv,Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop",2017-09-11 00:00:00+00:00,2017-09-28 00:00:00+00:00,True,0.0,5.0,EVERY ONE SHOULD OWN THIS PRODUCT. EVERY THING THAT THE AD SAYS IT DOES IT DOES. I BOUGHT THIS FOR THE MUSIC THERE IS NOTHING BETTER,VERY GOOD PRODUCT,poochie,0.3451828062534332,0.019185932353138924,0.004688915330916643,0.019974760711193085,0.3394021987915039,0.006011608988046646,0.26555365324020386
